Review,DS,Bank Name,data_source,Bank ID,Sentiment_gen,Positive_gen,Negative_gen,Neutral_gen,Mixed_gen,MajoritySentiment,Pilar,Sentiment_Value,Predicted_Pilar
"Words can't describe the wonderful work you did on my trading account, When I come across  a good Recommendation about you on Facebook how you are helping people to gain more profit, on binary forex investment I was very happy I’m delighted I trusted you and give you a chance to help me grow my $1,700 into $10,850 in just 7 days, Mrs. Emily Morgan, my family and I are forever indebted to you for the financial stability you brought to our home, I advice the entire public to invest with Mrs. Emily. contact her via 
WhatsApp contact: +1 (234) 224-9457.
Email: emilymorgan61825@gmail.com",08/21/2023 22:55:15,M&T Bank,facebook,20,POSITIVE,0.8489031791687012,0.0024759043008089,0.1450811922550201,0.0035397943574935,POSITIVE,Environmental,1,Environmental
"I can proudly say this is my first and best move ever it provides best platform to enhance knowledge and skills. I feel very gratified and glad to be associated with Mrs Laura Kelvin the best expert forex/binary trader that I have made my first withdrawal which I have invested $1,000 and earn $9,200 in just 7 days It was so amazing to invest with the right expert trader you can make the move to contact her via 
Email: laurakelvin71@gmail.com
WhatsApp:+1 (201) 632-1183",04/01/2023 09:44:03,M&T Bank,facebook,20,POSITIVE,0.975644588470459,7.044373342068866e-05,0.0242195576429367,6.539007154060528e-05,POSITIVE,Social Internal,1,Social External
"From my personal experience I can tell you that Mrs Anita Crypto FX she is one of the best binary options/forex managers I have met in a while. I had lost over $3000 on the advice of managers who have little to or no experience. Today I remain grateful to Mrs Anita Crypto FX  for coming through for me during my early days of trials and errors. If you’re new to binary and forex options and you’re already giving up, take my advice. Don’t loose your hard earned money unnecessarily. Reach out to a professional team today. Do remember to mention me as your referral so I can earn my bonus. One good turn deserves another, right? You can contact her via the following.. 
WhatsApp: +1 (502) 324-5963
Email: anitacrypto44@gmail.com",03/04/2023 00:42:21,M&T Bank,facebook,20,POSITIVE,0.7143871188163757,0.0167324822396039,0.2667489051818847,0.0021314918994903,POSITIVE,Other,1,Social External
"I have personally worked with Mr's Sandra Billy Fx Trader and she's top-notch! Highly recommend doing business with Her! making over $150000-$25000 every week with little start-up capital of $1000.  She is really great, the best in the trading field, and unique among others.  Invest with Mrs. Sandra and thank me later. contact her via the following.                            
Email:       sandrabilly500@gmail.com 
WhatsApp:   +1 (404) 829-4578",11/23/2022 04:39:37,M&T Bank,facebook,20,POSITIVE,0.96634441614151,5.887313818675466e-05,0.0335525870323181,4.406430889503099e-05,POSITIVE,Environmental,1,Environmental
"I truly Recommend Mrs Heyley crypto she's the best professional crypto expert with good percentage ROI capability with proven record. After being scammed by fake platform i lost 8,000 USD to them, nevertheless I was still convinced that they are still genuine platform out there, luckily for me i found one and was able to recover my losses I deeply recommend her trading skills and extensive experience in the cryptocurrency field. Reach to her on Email : heyleycrypto@gmail.com  
What'sApp+15513552580",12/03/2022 15:27:56,M&T Bank,facebook,20,POSITIVE,0.9142530560493468,0.0028578117489814,0.0811635553836822,0.0017256716964766,POSITIVE,Environmental,1,Environmental
"It's a pleasure to know Mr Ralph Carico, I had a great experience trading with him, His service is top notch and i will not think twice to recommend his effort because it was  successfully trading with him Ralph Carico",11/13/2022 21:45:08,M&T Bank,facebook,20,POSITIVE,0.9992284774780272,7.183443813119084e-05,0.0006774280918762,2.222626972070429e-05,POSITIVE,Environmental,1,Environmental
"Do you still doubt when you hear people saying that Mrs. Debra Gary is the Best when it comes to Online trading and earning of good profits? then I tell you today doubt no more because with Mrs. Debra Gary, your trading is safe and secure. Debra is the only account manager who I know that can turn $500 into $10,000 in just 7 working days. I don't know how Debra managed to do this but I'm grateful to have come in contact with you Debra you are so sweet. you can also contact her via: Email:debragary777@gmail.com
WhatsApp:+12522852775",01/29/2023 13:06:06,M&T Bank,facebook,20,POSITIVE,0.7861269116401672,0.0067240321077406,0.206239640712738,0.000909382419195,POSITIVE,Other,1,Social External
"Working with someone like Mrs Winifred Demetrius, is a good experience and has been yielding positive results for me every week. I invested my first $1000 into forex/bitcoin trading and Mrs Winifred, helped me manage my account to success making $13,000 in the first week. It has been an incredible experience from that day on! This wasn't my first time trading but honestly, I didn’t know what to expect when I first joined after much loss in the past. God walked me through the entire process from start to finish, which was a HUGE plus! to me, for your trading help contact Mrs Winifred Demetrius, via
Email: winifreddemetrius266@gmail.com
WhatsApp: +15596973414.",11/04/2022 01:25:52,M&T Bank,facebook,20,POSITIVE,0.9969944953918456,7.2774630098138e-05,0.0028599312063306,7.283121522050351e-05,POSITIVE,Other,1,Social External
"Appreciation mrs Katie George........
I sincerely appreciate your efforts for helping me to double my investment deposit to something else.
In 7 working days's. and have been making successful withdrawal every time, That's was awesome and unbelievable too. Now I see why everyone recommended you everywhere on Facebook. God bless you and strengthen you to do more for your clients ijn..
Contact Katie George if you're interested to trade and earn money through forex/Bitcoin investment.
Whatsapp:+1 (857) 547-8795
Email: Katiegeorge.cgk@gmail.com",06/19/2022 21:25:49,M&T Bank,facebook,20,POSITIVE,0.9622814655303956,0.0001256282412214,0.037530705332756,6.216055044205859e-05,POSITIVE,Environmental,1,Environmental
"Good works deserves good recommendation, I appreciate the effort of Mrs Kelly Robert for helping me managed my trading account. Profits are been made weekly as she promised, i invested $1000 and now making $10,200 weekly, All thanks to her, Send her a DM and thank me later
Email: kellyrobert11009@gmail.com  
WhatsApp: +1 (925) 414‑5596",06/11/2022 22:43:24,M&T Bank,facebook,20,POSITIVE,0.883813202381134,0.0001157234364654,0.1159981563687324,7.296998956007883e-05,POSITIVE,Environmental,1,Environmental
"I sincerely thank God for directing me to such a legitimate expert trader, called Mrs Peggy Abbott For her perfect and wonderful trading techniques, I invested with the little I was having, $1,500 and $10,000 profit in a short while, I highly recommend her to anyone who truly want to trade on Forex investment., she guided me through my registration and trade for me and my profits were paid-out successfully. You can contact her via Email: Peggyabbott239@gmail.com
WhatsApp +1(475)549-0175.",05/14/2022 18:13:37,M&T Bank,facebook,20,POSITIVE,0.8859439492225647,0.0002015459758695,0.1136766225099563,0.0001779167942004,POSITIVE,Environmental,1,Environmental
"No doubt about Mrs Linda james's the best among all account manager I swear to tell the whole world about her, so why don't you invest with her she's trusted and fast I never believed If I trade with $700 I will have profit of $8000 in 5 working days you are indeed the greatest woman ever God bless you ma'am I will tell all my friends and family to trade with you, you put smile on my face 😍😍😍😍
You can reach her via WhatsApp:+18047231820
Email: lindajames0337@gmail.com.",04/30/2022 22:39:25,M&T Bank,facebook,20,POSITIVE,0.9556741118431092,0.0005381408846005,0.0435093529522419,0.0002783439704217,POSITIVE,Social External,1,Social External
"I’ve finally found the right forex account manager if you are going through this post dont hesitate to contact her trust me she is great , all thanks to mrs Emily Alison , the best trader you can rely on. I’m forever grateful to you, for changing my financial predicament. Making over $15,000 wasn’t a big deal, I started with $1,200. You can be successful In forex investment! all with Emily
Contact her via: WhatsApp: ‪+1(434) 373‑2110
Email: emilyalison691@gmail.com.",04/29/2022 02:51:24,M&T Bank,facebook,20,POSITIVE,0.8564860224723816,0.0003587195533327,0.1429680734872818,0.0001872847205959,POSITIVE,Social External,1,Social External
"I almost gave up with trading when I met MRS Jennifer Crypto through a friend who directed me to her. she is a reliable trading expert,trusted with a legit trading platform. I started my first trade with just $1000 and earned $9600 in 7days and now amazingly, I am already trading in thousands of dollars. ma, I want to say a very big thank you for restoring and increasing my bankroll when I was totally bankrupted by Fake experts out there. I won't get tired recommending your honesty and reliability to the public because you deserve more of this for your honest works. To my friends and acquaintance, don't be exceptional. Contact her for a reliable trading.
Email: hendrickjennifer550@gmail.com 
whatsApp number:+13523402962",05/10/2022 13:24:51,M&T Bank,facebook,20,POSITIVE,0.784521222114563,0.04086909070611,0.1292552947998047,0.0453543029725551,POSITIVE,Environmental,1,Environmental
"I saw so many positive reviews about Mrs Kelly Robert and I must confess that surely she is a skilled professional trader and the best among all as her clients all said, she managed my account after I Invested $1000 and got a successful withdrawal of $12,000 within few days of my investment, up-till now am still so shocked and surprised ""It always seems impossible until it’s done with Mrs Kelly, your hard-earned money is 100% secured/Safe trust me you have nothing to lose or to be scared of at all, You can contact her via.
WhatsApp or email''''''Kellyrobert11009@gmail.com  
WhatsApp: + 1 (925) 414‑5596",12/15/2021 05:20:11,M&T Bank,facebook,20,POSITIVE,0.6562078595161438,0.0403396636247634,0.3021820783615112,0.001270358916372,POSITIVE,Social External,1,Social External
"I Read some reviews  from Stella telling the audience how you helped her get funding for her Trade, and she saw big returns after trading with you  suggested that I contact you I was afraid to invest but after I tried with a start up of $1000 I was able to get a profit of $14,500  very moving story of an entrepreneur who finally managed to cross the threshold of success. I recommend Mrs Susan Ryan to anyone willing to trade ""Proverbs 10 :22 The blessing of the Lord makes one rich,
And He adds no sorrow with it"" you can contact her on her
WhatsApp: +13523292265                                                                                                                                  Email: susanryan3221@gmail.com",07/18/2022 14:14:33,M&T Bank,facebook,20,NEUTRAL,0.3728787302970886,0.0099814906716346,0.6169651746749878,0.0001745949266478,POSITIVE,Environmental,1,Environmental
"Thank you won’t be enough for what you’ve done for me Mrs Kelly Robert. But, thanks for being the shoulder I can always depend on when it comes to Forex and Bitcoin trade.
I was able to earn $6,000 in just 7 days with an investment capital of $500 with the help of your Expert trading skill. let me try and help others reach out to you for them to
have the best trading experience too. contact Mrs Kelly for your safe and secure trade.
Via WhatsApp: + 1 (925) 414‑5596
Email: Kellyrobert11009@gmail.com",01/17/2022 00:24:59,M&T Bank,facebook,20,POSITIVE,0.5864389538764954,0.00278558046557,0.4104287922382355,0.0003466299385763,POSITIVE,Social External,1,Social External
"Poor management, working 6 months with this bank it seems they have a lot of “small bank growing pains” I’ve never worked for a company I didn’t feel welcome at until I worked with the call center team lead. She was the reason I left the bank and I’ve never been happier",02/24/2021 00:44:47,M&T Bank,facebook,20,NEGATIVE,0.0048290709964931,0.9867877960205078,0.0038357654120773,0.0045472932979464,POSITIVE,Social Internal,1,Social External
"⭐️⭐️⭐️⭐️⭐️
Few weeks ago i was scrolling through and reading posts in review just like you're doing now, i had no intention of investing a penny in Bitcoin platform. i just enjoyed reading testimonies of different people making thousands of dollars in Bitcoin investment, it all seem like a play, it was just too good to be true.. Then i thought to myself, what if this is it? what if this is my only way of earning without having to work all day and night-shifts. I took a bold step to invest with MRS LOYCE GREEN who i've read so much good reports about. i invested $1000 as risk in his Bitcoins investment service and in 7days i got $9200 in my bitcoin wallet. from there on i realized i've been a coward all this time who was afraid of taking the leap of faith, thank God did sooner rather than later. MRS LOYCE GREEN you are so greateful and trusted. You too can be a testimony today and you can make good profit too.
contact HER today via
Email: on loycegreen116@gmail.com
whatsApp number: +1(512)387-9905",12/01/2021 14:30:35,M&T Bank,facebook,20,POSITIVE,0.8030436038970947,0.0407496877014637,0.1441288888454437,0.0120777757838368,POSITIVE,Environmental,1,Social External
"Quick, responsive, and professional service.",08/09/2020 23:15:06,M&T Bank,facebook,20,POSITIVE,0.991876482963562,5.6925215176306665e-05,0.0080286031588912,3.7992256693542e-05,POSITIVE,Social External,1,Social External
"in my line of work. I deal with many banks big and small. This banks customer service, the tellers, managers, and anyone else that I deal with cares about the customer.  Glad I switched my banking over to them.",10/19/2019 13:48:14,M&T Bank,facebook,20,POSITIVE,0.8780315518379211,0.0062497905455529,0.1145698502659797,0.0011488284217193,POSITIVE,Social External,1,Social External
They have been my Bank for 8 years and counting  BEST SERVICE  EVER!!!!!,06/28/2019 15:32:00,M&T Bank,facebook,20,POSITIVE,0.9994150400161744,0.0001353623665636,0.0004350955132395,1.4537982679030392e-05,POSITIVE,Social External,1,Social External
This bank took $5 out of my small savings account because I didn't change my address with them right away. Tomorrow I'm closing my account with them.,10/06/2019 12:15:45,M&T Bank,facebook,20,NEGATIVE,0.0196099914610385,0.9208401441574096,0.0573874674737453,0.0021623754873871,POSITIVE,Other,1,Social External
"i came across Mrs. Jennifer when she appeared as a guest on a Forex Podcast in USA. I was listening to her and was very impressed with her straight forward approach and the principles of her
trading strategy. My heart then told me to invest $3000 with her company as a trial. I was able to withdraw a profit of $32000 after 7 days. Mrs. Hendrick Jennifer make this
possible, do well and reach out to her for a secure investment too.
WhatsApp,,,, +13856454058
Email:hendrickjennifer550@gmail.com
https://www.facebook.com/profile.php?id=61550989666096",03/22/2024 16:38:36,Chelsea Gronto Bank,facebook,2,POSITIVE,0.6724425554275513,0.0006453782552853,0.3268200159072876,9.205839887727052e-05,POSITIVE,Other,1,Social External
"Excellent Service""! Accountant is kind and very considerate nice one Mrs. Brian Lisa Fx Trader , also her skill of communication and support throughout the process of Trading and still Trading with her is outstanding, I love her and her management easy way of payout once your Trade is completed no stress or issues involved once all process are completed, receiving $11,670 after trading $1,000 is a huge profit for me ,what amazes me the most is that they are always available. I Highly recommend her to every one. ready to join the crypto world or trade for its own future you can reach her via 
WhatsApp: +1 (682) 302-4598
 Email: brianlisa953@gmail.com",01/07/2024 21:34:14,Chelsea Gronto Bank,facebook,2,POSITIVE,0.990623414516449,5.784021414001472e-05,0.0092922812327742,2.647032124514226e-05,POSITIVE,Environmental,1,Environmental
"Good brokerage and trading platform. I love the social trading where I get to earn good strategies from experience traders as well as I got good profit. Tools and services are efficient. I can boast fully brag about Mrs Vanessa William platform.
One of the best forex brokers I have dealt with. They've got fast executions, profitable signals and trouble free withdrawals are the things I like the most about them. I am making consistent profit weekly from my investment.
I have recently got my withdrawal and it is fast and smoothly processed. I am pleased with the services on my first month. Looking forward to see consistency from them.
Without any hesitation, I would gladly recommend Mrs Vanessa William  services. They are excellent in online trading. Gives me accurate and profitable signals all the time. I'm truly blessed I found you 
You're truly a God fearing lady.
She's always active 
Email...vanessawilliam353@gmail.com
Or contact her on WhatsApp:+1(336) 612-4060",10/29/2023 20:36:58,Chelsea Gronto Bank,facebook,2,POSITIVE,0.9929170608520508,5.891540786251426e-05,0.0069255721755325,9.843504085438326e-05,POSITIVE,Environmental,1,Environmental
"REGINA NATHAN  is a TOP NOTCH investing company! Firstly, her trading skills are outstanding. Sometimes you so many recommendations about traders online and then you give them a try and you don't get the results you wanted, The concierge service is great and there for you whenever you need any help or have any questions in forex trading/Bitcoin! 
I will certainly be booking a few times a month with Regina Nathan - Can't recommend her enough!
Email: nathanregina99@gmail.com                                                             WhatsApp:+15713548374",09/20/2023 19:17:29,Chelsea Gronto Bank,facebook,2,POSITIVE,0.9478135704994202,0.0007492721197195,0.0512699373066425,0.0001672282814979,POSITIVE,Environmental,1,Environmental
"My wife and I have had the pleasure of investing with Mrs Emily Morgan Fx. and evaluating our investment is secure. Her professionalism and caring demeanor had us feeling like she is part of the family. she has an infectious bubbly personality that you just can't help.
but open up to her. We invest our capitals with Mrs Emily, and the returns profits were very huge amount. First day of listing we were contacted by Mrs Emily Morgan. for some fast invest before our open eyes she surprised us forward to doing business with her and platform. You want people working for you I highly recommend her good works.  she is always at your service anytime, any-day just contact her on via 
WhatsApp contact: +1 (234)224-9457.
Email: emilymorgan61825@gmail.com",08/21/2023 18:54:40,Chelsea Gronto Bank,facebook,2,POSITIVE,0.944654107093811,0.000448662933195,0.0548058412969112,9.135124855674805e-05,POSITIVE,Environmental,1,Environmental
"Improve your cryptocurrency with a trusted account manager it's what can make your dreams come through. For me Mrs Rochelle Nelson has the best trading strategies to win. I never believed on any post recommending online trading until I gave her a try and the outcome was great for me. I made a whole lot of profit....! I invested $1,000 to earn $12,000.
I recommend her to anyone looking to earn in Crypto through her via 
Email:rochellenelson731@gmail.com
facebook""Rochelle Nelson
WhatsApp:+13016159610",08/05/2023 16:54:29,Chelsea Gronto Bank,facebook,2,POSITIVE,0.8582772016525269,0.0004468744155019,0.1411444097757339,0.000131545952172,POSITIVE,Environmental,1,Environmental
"Fast and good at communicating, withdrawal fast and easy.. pro trader thank you very much sir. The profits were very helpful to me. I would definitely recommend Mathew navas (angel investor) to anyone who is part of the Crypto, stock or froex trade community looking for whom to invest with.. invest with him now and count on him after seven days of investment. Reach out to him now via: mathewnavas691@gmail.com or WhatsApp: +1 762-239-1392",10/22/2023 04:52:13,Chelsea Gronto Bank,facebook,2,POSITIVE,0.914691686630249,9.88251849776134e-05,0.0851449817419052,6.456991104641929e-05,POSITIVE,Environmental,1,Environmental
"Don't believe in luck, I believe in trust and understanding, I've been with Mrs. Taisha Carson for some years and I've made good amount of money with her simple strategies of trading. Meeting with her has been the best experience that has happened to me in this past few years and I'm expecting yet another payment from the broker today. Scammers are everywhere but to find a reliable trader like Mrs. Taisha Carson, Hash is not an easy task and my advice for you all is to come over and join her contact her directly on her 
Email: taishacarson025@gmail.com
Whatsapp: +1(619)241-4352
Facebook: Taisha Carson",09/10/2023 17:55:52,Chelsea Gronto Bank,facebook,2,POSITIVE,0.5576167106628418,0.108723945915699,0.3127531409263611,0.0209062043577432,POSITIVE,Social External,1,Social External
"This is a great period of time to Invest and earn reasonable profits with great signals on bitcoin and binary trade, with the help of a woman called Mrs Anita, she is the best account manager I have ever known or heard of. She has been helping me. I started with just $500 and now am getting great profits like $5,500 upward. You get to withdraw yourself after 6-7 days of trading  ,No extra commissions. If interested, you can contact her via:
Email: anitacrypto44@gmail.com 
WhatsApp: +15023245963‬
She very trustworthy and reliable.",06/26/2023 23:01:58,Chelsea Gronto Bank,facebook,2,POSITIVE,0.8693106770515442,0.0017468264559283,0.1287860125303268,0.0001564763515489,POSITIVE,Social Internal,1,Social External
"I feel very safe again to invest my Bitcoin because I've found a Platform that  i can trust for the first time in a while. Severally  lost my funds on fake trading platforms, I  must recommend   Mrs Eliana Russel  the best Account manager.  Eliana russel  is truly one of a kind and will go above and beyond for her clients.. I made a profit of $9,500 with an investment of $2,500. She was also extremely helpful in coordinating the withdrawal process. You can reach her Email: Elianarussel@gmail.com 
WhatsApp: +17734138075",06/12/2023 15:52:45,Chelsea Gronto Bank,facebook,2,POSITIVE,0.9245038628578186,0.0002262943307869,0.0751664340496063,0.0001033948501572,POSITIVE,Environmental,1,Environmental
"Invest with Mathew navas now if you,re into crypto & forex,  he has already proven himself to be a trust worthy person after successful withdrawal of three times I've invested with him. he's sure the best ''investor'' i've ever met in my life so far and he's worth relying on too. You can reach out to him now if you're interested! via WhatsApp: +1 762-239-1392 / Email address mathewnavas691@gmail.com",10/20/2023 23:48:08,Chelsea Gronto Bank,facebook,2,POSITIVE,0.6075435280799866,0.0006651831208728,0.3916031420230865,0.0001882124051917,POSITIVE,Governance,1,Governance
"I saw so many positive reviews about Mrs.vanessa raymond and I must confess that surely she is a skilled professional trader and the best among all as his clients all said, she managed my account after I Invested $1000 and got a successful withdrawal of $19,500 within few days of my investment, up-till now am still so shocked and surprised ""It always seems impossible until it’s done"".,with Mrs.vanessa raymond your hard-earned money is 100%
secured/Safe trust me you have nothing to lose or to be scared of at all, You can contact her on  
WhatsApp; +1(414) 751 0772 
Email; haileymadison962@gmail.con",05/17/2023 13:49:09,Chelsea Gronto Bank,facebook,2,POSITIVE,0.847751259803772,0.0262011233717203,0.1120190396904945,0.01402850728482,POSITIVE,Social External,1,Social External
"Good recommendation are only given to Good works, I appreciate the effort of MRS EMILY ALISON for helping me work from home mostly in this corona pandemic period. I am making an amazing profits, after investing $2,000 in forex trading and now making 17,900$ on a weekly basis, All thanks to her. It wouldn’t have been easy for me and my family but her help with trading made us live even more financially better than before the other years. for trading help you can contact her via
Email: emilyalison691@gmail.com
whatsApp number: +1 248) 266-2859",05/30/2023 11:05:49,Chelsea Gronto Bank,facebook,2,POSITIVE,0.9083282947540284,0.0007545207045041,0.0904889702796936,0.000428248924436,POSITIVE,Environmental,1,Environmental
"Have never experience such a sensitive target in my whole life until I met with Mrs Anita Crypto Fx, Bitcoin trader who is skillful and has being handling my trade with her signal over a year now. With minimum $1000 you are sure to hit $13,050 wow all within a week. Thanks for your good work and God bless you. You can reach out to her on    
WhatsApp +15023245963                                                                                                                       Email: anitacrypto44@gmail.com",06/15/2023 15:48:09,Chelsea Gronto Bank,facebook,2,POSITIVE,0.5588784217834473,0.0013720848364755,0.4395641386508941,0.0001853387075243,POSITIVE,Social External,1,Social External
"I made a deposit of $1000 into my trading account and with the aid of Mrs HaileyMadison I was able to earn $ 12,400 in just one week. Don't miss out to contact her now that the stock market is moving and highly profitable
Email: HaileyMadison962@gmail.com
WhatsApp: +1(434) 751-0772",06/04/2023 16:14:40,Chelsea Gronto Bank,facebook,2,NEUTRAL,0.3296771645545959,0.000889967137482,0.6693846583366394,4.816717773792334e-05,POSITIVE,Social External,1,Social External
"Mrs Kathrine Lucas FX. is the best forex trader and I highly recommend her because her winning rate is 90% guaranteed $9,774 weekly profits with a $1000 capital. I trust and believe in her trading skills in forex and crypto trading. Contact her 
 Email:Kathrinelucas170@gmail.com
WhatsApp: +19294507706",04/05/2023 13:10:31,Chelsea Gronto Bank,facebook,2,POSITIVE,0.7758244872093201,0.0001207090972457,0.2239328920841217,0.0001218803008669,POSITIVE,Environmental,1,Environmental
"She have helped me more in just a few months than years of working working and struggling with other “online traders”, and am now firmly and well experienced with online trading. with a start of $1000 I made $12,900  in just five days of trading. my account was  directly checked  myself in a matter of days, and have given ideas and recommendations that have worked numerous times. And super affordable. Two Thumbs up and highly recommended contact Mrs Anita Crypto FX, via 
Email: anitacrypto44@gmail.com 
WhatsApp +15023245963",06/21/2023 08:19:25,Chelsea Gronto Bank,facebook,2,POSITIVE,0.9682791233062744,0.0001060043214238,0.0315547809004783,6.007973934174515e-05,POSITIVE,Environmental,1,Environmental
